daily_limit_mins,current_session_mins,total_usage_today,addiction_level,time_of_day_hr,scroll_velocity_avg,session_depth_pages,next_interval_mins,interruption_type_id
150,105,15,3,6,15.071693011696434,16,2,17
30,50,142,6,3,20.971409051729566,10,4,20
30,77,183,7,0,23.19977903337999,31,1,20
45,122,82,7,20,19.68012394936884,1,2,19
300,101,435,7,5,22.477090133232693,32,3,19
60,37,211,10,3,17.48149522311462,24,1,20
30,115,138,8,20,15.210122851361474,21,1,20
120,150,169,2,15,19.8907635622679,22,4,18
180,48,231,4,9,12.013022616212165,27,3,20
150,88,213,1,14,7.296684356301727,29,3,20
30,162,193,5,14,12.781348687933265,35,1,20
120,16,223,8,4,13.96487457677781,33,2,20
120,72,10,9,4,23.409228601047626,8,1,17
150,147,3,2,6,17.36889954587006,37,1,20
60,2,120,10,18,24.927467257419703,16,6,19
120,66,71,8,14,19.754067582673525,16,1,15
180,164,280,9,19,14.330913996127071,5,1,19
120,52,31,9,21,5.883678107203904,10,5,5
120,124,189,5,21,18.46632614009017,16,2,20
120,128,124,1,3,10.160835636133866,22,1,20
60,52,121,2,9,16.61110471785555,29,1,20
30,174,24,8,2,16.660775430306877,19,1,20
120,109,178,2,16,17.33610947473568,19,4,20
300,21,8,2,15,23.245506268466134,14,36,2
30,121,77,3,4,22.019721885618523,1,1,20
60,110,10,10,5,7.513931266278589,36,1,19
90,10,52,1,2,9.18222860544546,6,45,5
30,71,44,10,19,12.078221405847565,2,1,20
30,110,157,8,13,13.892749040533023,39,3,19
240,156,101,2,3,11.330486358950507,21,1,20
45,21,38,9,16,11.568070272108558,1,22,4
240,88,99,5,7,24.627117291021737,10,2,17
180,168,341,2,0,18.185165349441668,16,3,20
45,67,59,5,21,16.440872138148272,3,1,20
150,46,243,9,20,11.540933652426824,14,1,20
150,155,82,9,22,17.660452553924816,38,4,19
60,120,50,9,13,11.091138531840992,3,1,18
45,147,98,6,20,20.723416532123437,16,1,20
30,139,73,2,21,15.008464315815363,33,1,20
150,131,34,9,6,16.804069539735643,37,2,20
120,41,192,1,21,10.243646164415864,8,6,20
300,151,332,4,14,22.71563325894818,27,2,19
30,8,80,9,11,16.725445184197014,30,3,20
180,46,51,6,16,14.56886284093786,21,7,5
120,105,251,4,8,14.125765681886177,30,1,19
120,71,22,3,21,13.014917994630169,13,6,12
45,10,126,9,10,-0.5969497616649022,11,3,20
60,64,225,4,13,14.654704337989452,34,1,20
180,16,222,3,14,13.696844534147733,35,10,15
150,137,148,7,3,11.788742304567366,35,2,20
45,30,113,7,7,12.412187935934712,2,3,19
150,12,89,1,10,14.466470291469847,7,47,3
45,157,126,5,1,4.18020266648565,39,2,20
45,98,110,9,23,13.633622146313636,36,1,20
45,140,85,10,4,14.82810361902016,31,1,20
60,15,164,3,4,13.331552990875599,34,7,20
45,75,215,9,16,14.311907872697251,10,1,19
90,45,267,2,14,11.168680055197385,9,2,19
300,54,463,8,17,11.602102489323174,15,3,20
150,72,308,6,12,11.953645626031083,4,5,20
30,30,86,6,1,10.186551832380381,28,1,20
240,51,138,3,12,14.010060559108013,4,5,4
180,134,273,7,11,20.0963561849274,35,1,19
60,172,204,9,12,9.964320768537082,20,1,19
30,113,71,10,12,4.8787002072971255,35,1,20
120,171,52,7,3,11.159361292403396,30,3,20
90,119,60,1,4,16.780200373436795,3,1,18
240,51,270,8,19,13.112138552837981,2,1,20
30,157,181,5,14,12.276615841752518,25,1,20
30,43,80,4,16,17.673399442168286,31,3,18
90,160,258,7,7,14.55628550730679,5,1,20
240,35,340,6,14,18.511171623431014,14,3,19
120,69,49,4,11,16.51312349089521,21,6,15
45,125,109,1,13,14.606352418126992,39,2,20
150,139,226,2,23,20.038926454700807,3,1,20
120,108,188,8,1,17.98045495315879,1,1,20
45,14,214,3,15,12.834790587310334,33,8,20
60,34,0,8,14,13.123274636106713,26,8,6
300,88,132,1,10,19.68471946750965,30,4,14
180,103,166,1,11,12.638702962319439,26,1,16
180,21,38,8,2,17.48489267894688,16,20,6
150,82,213,7,18,21.825019051391724,6,1,19
240,64,213,5,19,22.585041229732308,19,6,12
90,19,29,5,9,19.570970504199764,12,32,3
240,17,132,9,22,13.900760808262802,38,24,3
90,91,214,6,3,11.399109744370573,19,1,20
240,90,31,1,2,14.448430211288459,9,5,16
300,136,179,5,8,14.519342924806676,13,3,17
60,99,215,8,16,18.83206933026899,11,4,19
60,119,50,1,12,19.545718366254377,29,2,18
45,137,138,7,21,12.453141094014764,33,1,20
60,131,3,9,7,10.858192739317076,33,3,20
60,72,169,1,20,8.384557053965365,36,1,20
120,172,19,8,9,11.633851775503022,23,1,18
120,1,230,7,6,21.969861615927428,38,9,20
45,32,134,4,5,11.181451512779867,21,3,20
150,46,116,5,22,19.275398401069033,39,6,5
120,102,119,1,11,12.681401160894177,7,6,16
150,17,173,6,5,16.39669285045,14,7,16
30,25,113,5,3,18.288574977066173,24,1,20
120,36,140,2,14,23.513666069144172,19,5,17
300,73,78,6,14,10.548952311906657,24,2,15
45,115,185,7,22,14.333492795000213,29,1,20
30,80,53,5,18,5.681839056025636,21,1,19
300,93,318,2,23,13.097552187148569,23,1,20
300,141,19,8,1,15.511321134735512,27,1,20
300,125,293,10,22,17.224259271513873,6,3,20
150,15,142,8,6,17.748585775146676,33,28,4
240,145,34,6,4,17.444998177910204,18,1,20
30,89,53,8,6,12.519182622459283,20,1,20
90,44,187,4,20,4.629476946489124,20,4,19
30,93,174,8,7,15.06212360365333,38,4,20
240,66,222,2,12,16.984512767300576,15,9,12
30,173,166,7,23,10.413634493210978,22,2,20
60,68,187,3,14,22.819045574005997,37,1,19
90,144,251,6,19,19.46420945592736,13,1,20
240,97,312,4,6,13.205544381927707,38,2,20
150,130,63,1,5,15.164652031938148,39,1,18
180,176,66,10,11,20.859942926195572,10,4,20
240,150,292,6,11,20.18678936025963,27,1,20
45,105,24,3,5,6.734458894879735,4,2,19
240,74,61,3,0,19.58228880785809,18,3,17
60,131,116,2,4,8.751514373611371,7,4,20
180,48,102,7,21,18.625097152327065,23,5,5
60,178,67,3,7,12.39790311701742,4,1,20
180,26,142,4,19,18.966064572607113,21,26,4
45,66,198,10,19,11.655859744564477,17,1,20
150,16,98,3,19,10.66525325874256,7,37,3
60,70,50,10,11,6.370277355711288,3,2,16
60,47,200,3,8,16.66493151974664,36,2,20
300,172,194,1,14,11.477210110259668,30,2,20
180,92,1,7,3,26.646158874594143,21,2,18
120,37,231,10,0,15.637336713195227,39,1,20
180,97,232,7,17,20.392428186649177,4,3,20
300,18,478,6,13,20.25849320998261,27,3,20
30,59,116,5,4,17.20188501498974,23,1,20
180,42,74,8,2,18.522714969181756,17,1,6
150,144,90,5,22,17.713330635834655,17,1,20
300,83,198,5,6,17.511691447588497,6,2,13
30,137,185,6,4,16.890430849682314,22,1,20
90,170,168,5,10,14.784358623358528,6,1,20
300,22,132,4,2,13.395643531026085,15,25,5
90,99,257,7,12,13.804006644199552,25,1,20
60,66,219,5,8,17.836971903713057,8,2,19
300,142,321,4,12,9.061141696407082,15,1,19
45,133,179,8,9,11.931863480075602,39,1,20
90,149,144,8,15,5.779332851010821,27,1,20
150,79,162,2,14,19.697271803058552,11,2,20
45,111,44,4,7,10.486203686427565,30,4,19
240,121,203,1,10,7.660958775297983,35,3,16
240,137,269,1,11,7.676155471479991,3,1,18
30,163,195,6,16,11.797281400373162,22,1,19
60,125,197,4,17,13.392806247489359,19,4,19
300,58,477,8,21,19.708375872724325,32,3,18
120,98,144,8,15,13.713598374914394,35,1,20
150,66,144,2,18,10.943105836591691,30,9,12
90,103,235,5,14,20.93110827099786,8,3,19
45,26,26,8,10,12.724229023157678,4,19,4
240,163,395,7,1,11.99600199021115,4,1,20
150,174,227,10,16,14.991656410868561,37,4,20
120,118,79,2,10,10.2818053121592,35,4,17
300,107,48,2,9,17.44171645079928,17,2,18
30,142,171,1,4,12.820751370862757,36,2,20
120,99,276,6,2,12.614487170778894,6,1,20
150,177,281,9,17,15.592327161456506,6,1,20
120,28,194,2,11,12.874444502155363,5,6,20
150,55,315,5,1,13.098763548122829,3,2,20
150,104,174,6,0,16.57769373559927,18,2,20
180,70,26,3,20,15.577484005862528,34,6,13
90,114,174,4,15,14.140036832361616,18,3,20
240,53,163,2,7,22.19030815516265,26,4,3
180,56,316,6,22,20.038805229523472,11,1,20
300,73,261,2,17,14.233647397000958,25,5,16
180,150,359,7,22,19.648747920785638,20,1,20
60,171,223,6,22,10.54260212722477,35,5,19
60,165,4,1,10,13.03163138538325,16,1,20
240,173,217,8,22,13.679036465897958,1,5,20
120,10,130,7,4,19.383823308232206,35,5,19
90,77,231,3,12,14.926599395259236,14,1,20
240,70,232,10,10,12.234815441862775,2,5,14
150,98,265,10,4,19.101148018469253,20,5,20
45,55,147,9,13,17.512985422791424,21,1,19
90,63,40,8,1,25.372577441093007,8,1,15
90,34,265,1,15,11.728950024572958,11,8,20
150,16,321,7,9,14.303093457150394,8,5,20
150,148,271,2,12,11.847893570324935,13,1,20
30,57,199,6,1,14.565775459989299,32,1,20
240,52,370,6,15,14.337384311524254,25,2,20
150,12,112,9,16,18.59272568873079,33,31,3
60,51,118,4,6,21.244600422718808,27,3,20
300,174,191,5,6,9.372111052706956,4,4,18
45,117,117,1,1,15.772037283913178,5,1,20
240,122,158,10,3,9.661202848987163,19,2,20
60,165,175,5,14,24.46393355191324,38,5,20
120,162,62,3,3,15.326267513280593,4,1,20
150,10,144,3,9,13.101944223192666,1,44,3
150,7,78,4,20,18.13885452878429,16,45,2
90,36,204,4,5,14.391503426163466,10,2,20
60,161,120,2,2,17.41010426099205,8,1,20
90,82,177,3,9,11.586431486744747,18,2,18
30,167,57,6,7,17.601422977869937,23,3,20
90,107,125,5,19,12.247113799976873,38,1,19
30,104,55,3,21,21.072144751167045,11,1,19
30,121,157,1,13,13.675026836140908,10,1,19
150,26,67,5,22,11.546044912819704,7,23,2
120,137,87,9,3,20.545203524880357,35,3,20
90,70,237,1,11,20.51052842962829,18,1,19
60,132,183,9,19,12.906168086241705,21,1,20
30,92,14,8,4,13.142147058977406,10,1,18
150,173,247,9,2,9.511484896346078,32,1,20
45,24,133,1,15,14.360261113887786,27,10,20
240,54,62,10,12,10.750089659202676,39,5,5
120,1,49,1,16,19.69269205576976,36,59,2
180,75,100,1,15,19.350607021052035,8,5,12
45,147,127,2,23,15.07063809144448,38,1,20
240,158,154,1,11,12.96906967264312,22,5,20
45,2,195,10,2,12.092170237049267,8,1,20
90,3,262,10,3,11.865313831710464,18,3,20
30,41,134,10,1,22.759263449626385,18,1,20
120,41,33,8,1,13.7834927912348,17,1,7
300,4,20,7,21,13.05071303922498,27,43,3
30,107,61,4,2,3.6640171629114295,14,3,20
300,107,56,5,14,19.223668111728312,15,1,17
240,1,316,7,20,18.834697139752837,11,6,16
150,101,213,7,1,13.442452308685994,37,1,20
180,21,27,2,21,16.939479692432975,3,36,4
60,59,232,3,13,5.034577528758312,2,1,20
30,165,64,6,18,20.33816697504526,17,3,20
120,25,217,3,19,15.955945452987317,38,7,20
45,14,21,4,5,11.530419319780695,33,37,1
120,89,287,7,11,27.901854068816526,26,2,20
240,172,315,6,5,19.269970021024832,8,1,19
300,146,40,1,2,24.831853977116864,27,1,20
45,166,27,4,15,14.106892349853211,3,4,20
60,57,50,4,13,20.365161127124026,24,7,5
60,115,219,6,17,14.184560961294217,26,1,20
30,44,188,9,23,22.474776432219564,6,2,20
240,52,221,7,3,13.16764847574824,3,2,8
150,12,272,10,12,20.5528015326775,14,5,19
240,120,174,6,20,15.913335682309175,13,2,20
300,131,81,5,9,10.224285039106235,24,5,20
120,90,111,2,4,22.436819060291267,25,1,16
60,131,184,7,13,14.27746137656438,38,2,20
120,126,124,4,18,11.850491522961427,38,2,20
120,177,72,5,6,19.64688287669037,30,3,20
120,135,187,5,20,11.811996595892865,9,2,20
60,45,88,1,3,10.535494410580302,26,4,20
90,31,52,8,21,9.76857892956428,1,13,3
300,39,134,7,10,11.333871419608958,13,7,4
300,100,23,7,10,14.094679018454153,19,4,17
45,167,221,2,8,18.534792498946103,30,1,18
240,85,56,5,20,17.197332196561614,4,1,15
240,178,199,10,20,19.037940448198217,4,2,20
180,26,131,4,19,9.741764528086705,18,29,3
240,175,412,8,22,13.034177755500234,24,1,20
60,122,96,4,19,13.718008152268702,6,1,20
150,102,81,3,10,16.094223959547133,9,1,16
30,23,3,9,2,15.65458508310588,11,17,6
180,44,276,5,14,18.55857190478191,1,5,20
30,77,150,10,15,5.543431955887675,11,1,20
300,174,468,10,1,13.459627458970925,2,2,20
30,53,145,9,11,20.1397754055704,2,1,20
30,66,139,4,1,16.85058857384673,25,6,20
180,60,177,5,0,20.962574134856947,10,1,6
45,75,57,4,15,11.747737812749861,17,1,20
120,43,230,1,12,12.09275343482803,5,6,20
240,29,152,3,19,8.578403337648487,18,27,3
240,161,127,3,1,17.14461376048068,7,2,20
60,91,128,7,2,10.818413779969617,14,2,20
180,134,127,8,7,9.676055481203498,8,2,20
60,132,53,1,21,23.65598135836366,28,2,17
150,127,58,8,8,13.520034263762941,11,2,20
150,71,323,8,3,19.374101864876113,31,3,20
60,104,153,8,12,19.741489459062276,4,1,20
180,85,189,10,4,10.845437626309733,19,1,20
60,143,84,5,11,18.997178144085822,35,3,20
240,42,199,1,5,10.028904986488476,17,16,2
90,134,268,7,10,11.75376557459311,7,1,19
30,85,88,3,9,11.019307579779642,9,1,20
90,137,250,2,16,16.821647753779914,3,1,20
180,40,264,1,3,20.272970005590878,7,1,20
90,62,38,2,20,13.856431099893735,12,8,13
150,158,87,2,14,7.531888719096663,9,4,19
300,149,284,9,5,15.182069072031744,21,2,20
30,12,140,1,14,11.721448596565011,6,13,17
120,22,78,2,19,20.501929385821803,18,33,3
180,41,23,10,12,18.51986568991374,35,7,5
30,97,138,9,14,7.397992726001501,27,1,20
90,118,147,4,9,23.892012307037454,10,1,20
150,41,93,5,2,17.38430263331669,14,5,6
45,24,207,7,20,7.41666086107829,12,4,20
120,153,45,8,21,8.649181137813903,33,1,20
30,102,62,1,10,15.148944832634829,11,1,19
150,47,180,9,16,12.030891974727426,25,1,20
150,46,81,8,4,14.509342806472864,23,4,7
90,113,48,7,4,11.201296366089519,19,1,20
240,173,140,5,18,17.846673321436057,15,5,19
90,37,126,7,1,14.694931119507688,20,1,20
240,44,94,6,11,18.098997605232544,38,7,6
240,84,80,3,18,20.333555538049694,38,3,15
120,112,299,10,3,18.076664541349153,12,1,20
90,129,186,6,1,16.84736456967414,35,1,20
45,85,69,2,0,15.797713266062877,29,1,20
60,141,219,2,17,21.490542229344566,31,2,20
60,59,5,1,17,15.762130229157114,32,4,4
90,32,50,5,12,23.33097684945526,16,19,5
90,19,249,6,10,8.934902843420614,36,7,19
120,166,145,1,1,12.665827448417648,12,1,20
90,21,88,7,6,15.705324095976792,9,25,2
240,99,14,4,3,11.104993956338383,33,2,20
150,25,12,3,4,12.643103509097983,24,27,5
150,77,181,3,14,10.24085000905885,16,1,19
240,75,343,3,4,10.808853231123265,26,3,20
180,125,320,9,19,15.557566493224236,13,1,20
240,120,46,5,20,20.20326183589045,15,3,18
45,101,126,2,18,10.078150602589272,11,1,20
300,14,440,9,6,6.698693049710576,35,4,19
30,38,123,6,18,11.270570849741729,15,2,20
240,17,192,10,1,15.01681455706262,27,19,7
90,118,11,3,4,25.112096963036368,21,1,19
90,122,58,5,11,17.901216404668098,11,3,20
120,33,75,3,20,20.700064500341472,19,22,4
240,75,404,9,23,16.576807685058533,36,1,20
120,167,196,8,13,10.966147033838576,6,2,19
240,23,411,6,22,21.195657473905694,26,3,20
30,28,89,8,8,20.313143613333224,4,2,20
300,151,245,4,21,20.787493352164077,37,4,20
150,102,111,9,0,14.868918281921108,26,1,20
60,145,25,2,19,18.12154786277169,14,2,20
240,91,399,5,0,15.117468923026502,10,1,20
300,74,261,5,8,14.44621602348859,2,1,15
150,22,165,5,0,12.891582405748496,18,2,18
180,32,57,9,21,17.563110289164072,30,11,3
30,111,132,4,6,17.905337738710593,22,1,19
120,60,54,3,12,29.18631656644857,18,2,4
120,145,159,7,19,25.10244270826488,3,1,20
90,78,60,2,0,7.55534722210182,26,1,15
150,5,171,8,11,20.471370145375428,19,6,17
180,80,256,1,2,21.127673147390446,1,1,20
300,63,159,2,15,8.820931795668335,33,9,11
30,82,47,1,23,16.130270968679202,16,1,20
150,170,306,7,9,20.76692421992247,36,1,18
180,17,123,1,14,6.414488676660326,3,43,3
60,82,108,7,21,15.697976147098084,31,1,19
240,29,278,10,23,16.350647117275447,22,2,20
120,122,32,7,22,11.067912186872949,19,1,20
300,160,215,7,22,24.226728902680016,4,1,20
120,117,65,2,8,22.609730516841815,19,1,18
300,54,332,6,19,12.475662906638206,13,3,19
90,174,205,6,6,24.789806427571815,11,1,20
300,109,459,7,23,11.088208467385734,13,2,20
120,30,74,7,12,22.333363847105712,7,18,3
300,5,120,5,3,15.97336656244403,23,42,5
60,155,212,6,16,14.91669014406389,2,2,19
90,69,258,9,12,11.90766220464382,3,4,20
300,42,228,4,13,22.99525046755907,4,9,4
150,137,96,9,7,16.178409545782124,32,1,18
45,44,78,7,18,18.183998458533758,15,3,20
180,142,250,8,13,6.750174505115989,39,1,20
45,91,219,5,2,16.044786747387413,10,1,20
45,96,110,5,11,16.908794914773125,29,1,20
30,172,172,1,14,15.2428014335582,36,1,20
60,78,205,3,17,20.685314753794586,1,2,19
150,29,230,10,16,15.603672810495624,7,1,20
240,123,357,10,13,14.505409708202412,16,1,20
300,121,405,4,14,15.46554328430343,25,1,20
180,179,336,4,22,26.49296411161215,27,1,20
90,93,150,5,10,13.790649180518852,9,1,20
150,74,325,10,8,16.89277473381261,3,1,20
120,80,256,7,21,13.308978815612349,10,1,20
240,81,346,9,1,13.671747732404388,39,1,20
30,158,42,3,20,12.913293389292715,22,1,20
30,119,5,10,8,9.074352010853268,25,2,20
150,97,135,6,4,12.552167315771397,33,3,17
45,77,175,2,12,24.41474891017026,38,1,19
120,113,267,9,4,13.32717119642204,10,1,20
30,173,41,9,10,33.308299316368725,18,1,20
180,172,202,5,14,9.686034747525332,23,2,20
30,153,180,2,19,13.228269884740135,23,3,19
90,99,12,9,10,16.11566179911772,15,1,19
300,127,147,8,18,12.2569544134875,32,3,19
30,149,182,10,6,16.38604064556866,20,1,19
90,19,260,9,1,25.36682799593345,12,2,20
150,153,30,5,22,3.40086339718272,21,1,20
150,4,89,6,13,22.506039965539294,15,45,3
240,114,254,4,22,18.835962852898586,8,1,19
30,73,113,10,23,10.716497055077083,4,1,20
180,21,304,9,0,18.789714964179037,12,2,20
30,9,189,6,4,24.283706852289917,39,4,20
180,128,269,2,18,16.65761731812761,39,2,20
60,136,127,2,10,21.775657800560055,28,1,20
240,140,32,1,23,15.598650411342728,39,1,20
60,154,49,8,15,23.9710781373819,7,4,20
30,130,187,6,14,14.462388962506989,6,1,20
240,41,313,1,20,14.771360679682083,11,4,19
60,12,103,1,19,7.884239519953388,34,13,19
45,15,50,3,7,27.942791858919126,38,6,15
30,78,22,5,3,10.649863605681961,34,3,14
60,95,53,6,2,22.723027793127134,2,3,19
45,116,184,10,19,14.739232992846793,29,1,20
45,35,62,7,15,10.707006776907638,23,1,20
150,31,191,4,17,12.346582913054824,20,4,18
30,172,207,9,2,22.636180616958534,5,1,20
45,30,20,1,17,18.962593462649696,29,28,3
150,7,237,8,15,16.324989927398363,2,8,20
60,83,125,10,6,14.628146658961981,11,2,20
90,17,3,6,3,17.19005734452607,24,28,3
30,33,17,4,1,11.660159135049028,28,16,5
240,145,377,6,8,17.643789666314593,35,1,20
180,110,128,8,21,9.83725550256959,15,1,19
180,50,295,7,8,23.726578087716902,19,1,20
60,176,227,3,11,11.168104347468885,20,2,20
60,71,139,3,6,17.18685138519063,36,3,20
45,100,167,5,2,18.6706557525451,34,1,20
30,156,123,2,13,10.41118303776747,24,2,20
180,177,220,1,7,10.831951556954234,13,1,20
180,101,86,9,1,11.987258493432353,22,1,20
45,47,222,10,3,17.794481460996074,21,1,20
180,67,303,6,11,18.091439903861136,2,1,20
240,85,235,7,7,21.871464779545317,6,5,16
30,139,97,1,20,17.897279196188897,5,1,20
300,172,222,3,21,17.390244909089176,7,3,20
180,41,272,10,15,16.52442688622942,31,1,20
60,122,94,7,13,14.000890028396174,38,1,20
240,1,369,8,17,12.159855924661464,18,7,19
180,45,342,1,16,12.374639213174202,20,3,20
240,86,27,9,3,20.75448379307872,13,1,19
150,36,312,4,19,18.953841120162068,38,5,20
300,86,403,10,0,16.255872188024963,30,3,20
120,89,289,9,9,12.043443999771696,6,2,20
60,115,231,5,5,14.09473389147559,19,2,18
60,114,11,7,14,9.947030561931935,30,3,18
30,152,111,5,9,12.9490104537721,3,1,20
240,126,63,9,13,12.660156183701144,28,1,20
45,77,161,10,18,12.267858004999612,35,1,20
60,95,4,4,11,9.685760540258743,16,2,16
240,126,96,2,23,15.656300333611508,28,1,19
240,29,202,8,16,16.353529730818998,22,15,2
90,32,250,5,1,14.934934053644596,24,2,20
90,166,211,3,3,8.9255055544265,5,2,20
120,120,166,4,2,18.09906556052936,5,1,20
150,22,14,10,18,23.016646938785986,4,17,3
120,36,135,7,22,13.663249380376236,8,2,20
180,163,304,4,16,15.66009405962745,23,1,20
45,72,169,3,23,14.106952947924002,5,1,20
180,102,269,4,6,23.3820213314554,26,1,20
180,17,254,5,3,22.50093841802932,3,2,20
30,124,67,4,21,19.82715151392656,32,1,18
180,43,205,5,4,13.173556789201125,17,1,20
120,162,140,7,3,28.65319853942449,8,1,20
60,4,166,10,10,10.22407488963583,32,4,20
60,94,130,3,5,16.19537375384738,3,1,19
90,5,213,2,9,9.194659908248315,2,9,20
45,154,27,10,2,16.652773328097023,32,3,20
45,111,46,4,17,15.236048052989883,13,4,19
30,52,18,7,14,16.031161231093968,2,4,4
120,146,8,2,12,14.79393500594511,7,5,19
90,108,175,2,0,11.595033058483466,8,4,20
45,109,80,3,6,13.269965614640391,33,1,20
60,166,170,3,6,22.34479434962893,8,2,20
180,169,356,1,12,20.287047526255048,1,1,20
180,73,167,6,14,13.889335453620383,6,1,14
90,159,205,10,14,13.11851846357315,8,1,19
120,27,212,5,2,15.744786409338904,4,1,20
120,43,20,4,15,6.824109890442713,30,10,5
150,71,237,8,7,14.936006166964416,38,1,20
300,149,430,7,5,16.354861752849423,25,1,20
45,108,194,10,11,18.578002211331242,7,1,20
120,167,221,1,13,13.858781455614384,36,1,20
60,86,219,5,13,14.922179221029893,34,1,20
90,141,243,3,8,15.830200795774594,26,1,20
150,2,148,4,13,18.857779693504103,23,49,1
240,156,40,6,12,21.560911909301318,4,1,20
30,59,112,7,5,19.79553392597295,7,1,18
240,151,380,2,1,16.319339287843984,1,1,20
180,48,284,3,19,16.756774057015576,33,6,20
30,5,169,7,12,14.931861692094397,28,9,20
45,105,162,3,3,22.446616556362883,3,1,20
60,10,65,9,6,15.702591296528754,39,4,16
30,161,192,10,3,17.31956210355843,6,3,20
300,68,356,8,1,20.12722421156123,9,1,20
240,3,398,3,11,14.52518841959878,6,11,18
45,81,208,2,16,13.54357417286153,7,1,20
300,3,60,7,21,16.149742909395837,14,42,4
180,109,81,3,22,17.740958296114105,4,2,18
300,173,337,3,16,12.570715196122688,7,1,19
150,176,217,7,17,3.5719123316409345,29,1,20
150,102,27,4,1,7.421485398925935,32,1,19
90,80,168,7,14,15.258678843964036,10,1,19
45,121,204,8,19,14.9664710478986,29,3,20
180,121,358,4,3,10.071162314055332,21,1,20
120,152,132,9,6,13.813540603170154,7,1,19
150,49,189,2,18,31.34525558415327,32,3,17
45,52,66,10,7,11.961232178600264,16,3,19
120,68,168,1,5,13.9974368031644,10,1,20
90,85,49,3,10,19.858057980478335,33,1,13
300,163,250,2,6,11.045544918512737,26,2,19
150,93,60,10,11,10.845890266547134,34,4,18
45,43,79,3,19,16.724505651819115,2,3,20
30,67,193,8,14,12.621890390536905,12,1,20
120,158,150,7,1,3.2378734739145294,10,1,20
300,57,131,7,9,9.319364987011795,38,5,4
